user_id,pred_prob,buy,proxy_segment,group_low_threshold,group_high_threshold
user_000001,0.4218328738744729,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000002,0.4223602758047552,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000003,0.7015552599065086,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000004,0.6869366765808563,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000005,0.2926552952810097,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000006,0.5865846981537699,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000007,0.329744156892903,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000008,0.7285683708223601,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000009,0.4776802329276082,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000010,0.4747110225748538,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000011,0.5578831192505984,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000012,0.3017851339413983,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000013,0.2920391900719549,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000014,0.1260962160067579,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000015,0.6770124989930837,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000016,0.5880864474510584,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000017,0.218753772678105,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000018,0.4685420687382465,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000019,0.0672800734908036,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000020,0.5653911641456318,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000021,0.4339779221847367,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000022,0.4445739209371229,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000023,0.7767263852415778,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000024,0.3100741126439463,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000025,0.210496841359217,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000026,0.2906718086274852,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000027,0.2251352036803054,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000028,0.7893540470121382,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000029,0.5323109137775645,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000030,0.5106058560889136,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000031,0.6897804173374359,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000032,0.4625880766585343,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000033,0.2410311690715867,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000034,0.5033354596430452,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000035,0.1526429293113856,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000036,0.7427965531578631,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000037,0.2823162813948988,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000038,0.3333257631662535,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000039,0.4607733757259088,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000040,0.5014495878355356,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000041,0.6595285378835608,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000042,0.8292428368361998,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000043,0.7113943639036685,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000044,0.4819356033065202,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000045,0.7585601468401214,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000046,0.5180853413430802,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000047,0.2022608332295923,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000048,0.3969802762053765,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000049,0.4635894456885239,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000050,0.6489404507741668,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000051,0.457231019084566,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000052,0.661388008633057,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000053,0.5060328572842429,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000054,0.5719883753083841,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000055,0.7046113233505724,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000056,0.6017798077316505,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000057,0.448048735426565,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000058,0.561782377821305,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000059,0.3820304498901242,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000060,0.2918838386181973,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000061,0.8252420419615416,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000062,0.51524859812902,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000063,0.3536212374845123,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000064,0.541422869498221,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000065,0.4257532414775952,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000066,0.5214488214268816,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000067,0.3997670310785066,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000068,0.5020796969063118,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000069,0.6447565121782767,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000070,0.2313919037388027,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000071,0.3371307452944114,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000072,0.8743970444785294,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000073,0.5859458963351529,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000074,0.8699028186321811,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000075,0.646100829284709,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000076,0.1451690034274739,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000077,0.5384100089407253,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000078,0.4322300923279391,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000079,0.3861487758048701,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000080,0.3246235324945847,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000081,0.3614565578546321,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000082,0.7782341375796016,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000083,0.5536930107761612,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000084,0.4460514877323137,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000085,0.5547485847518757,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000086,0.2815529753757455,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000087,0.348711802135922,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000088,0.5731176907382328,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000089,0.4434154111917141,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000090,0.4518114140111782,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000091,0.5282930962175326,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000092,0.3628493875447878,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000093,0.8021147543118297,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000094,0.771559726394477,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000095,0.6351407815907841,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000096,0.6130120877309106,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000097,0.6071628398125052,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000098,0.3317620263245691,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000099,0.5879989596401403,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000100,0.7309573822972101,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000101,0.7578498717392971,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000102,0.768767134363307,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000103,0.4389956046770554,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000104,0.6348928619311209,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000105,0.4085735362782847,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000106,0.4680824751540918,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000107,0.7197438063998135,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000108,0.4758288295940382,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000109,0.4326828390260865,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000110,0.7185926439017529,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000111,0.4246417152084558,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000112,0.5001091487937677,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000113,0.7459312433211779,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000114,0.2913097340914943,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000115,0.5808832764172184,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000116,0.4169975969667918,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000117,0.4236328303189791,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000118,0.3727898361214366,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000119,0.6081168359675788,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000120,0.4133789072975669,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000121,0.5199757660625547,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000122,0.4019722839457769,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000123,0.6121082225296554,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000124,0.2425704249096418,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000125,0.1830159997072107,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000126,0.5300734316932797,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000127,0.2681520421845508,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000128,0.4989824539181919,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000129,0.8312495364986349,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000130,0.8705707037499278,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000131,0.6805220830697086,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000132,0.6869880302538782,0,potential_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000133,0.3828782353739051,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000134,0.2342078355769503,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000135,0.5990189890048231,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000136,0.7596672979734558,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000137,0.7871237871193612,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000138,0.2461186694142976,0,non_buyer_proxy,0.2824591314258801,0.5901182854841631
user_000139,0.655867444652066,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000140,0.4081682785385526,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000141,0.5429878082909394,0,nonbuyer_gray_zone,0.2824591314258801,0.5901182854841631
user_000142,0.7871755018145123,1,potential_repeater_proxy,0.3837484585107609,0.6830062001835233
user_000143,0.237171412241188,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000144,0.2324817093843044,1,one_time_buyer_proxy,0.3837484585107609,0.6830062001835233
user_000145,0.5641457750801273,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000146,0.4357985410407423,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
user_000147,0.4933684029250478,1,buyer_gray_zone,0.3837484585107609,0.6830062001835233
