user_id,pred_prob,buy,proxy_segment,group_low_threshold,group_high_threshold
user_000001,0.719642071757366,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000002,0.2872121351253844,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000003,0.4892703618226782,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000004,0.5957899976162754,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000005,0.0301047813046258,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000006,0.6578156860799491,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000007,0.1201115897460842,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000008,0.4927616044892297,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000009,0.3451811084801527,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000010,0.8968180802282714,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000011,0.4331597301465684,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000012,0.2888144857060892,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000013,0.9750106258025568,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000014,0.0911425174364306,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000015,0.0346719106658941,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000016,0.1911660555704341,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000017,0.6325762582338598,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000018,0.809846239815416,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000019,0.625305077508293,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000020,0.4106377466069989,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000021,0.557573577278396,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000022,0.1866625651741598,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000023,0.6516054311667202,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000024,0.299189956656425,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000025,0.2149379436347711,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000026,0.197260751260223,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000027,0.2608321848282942,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000028,0.7973045762383917,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000029,0.9226671865946408,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000030,0.484670470747365,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000031,0.0379882339187353,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000032,0.6114652021390351,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000033,0.8425169610463987,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000034,0.9590767771334796,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000035,0.5881592391963053,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000036,0.2898400110048349,0,nonbuyer_gray_zone,1.0055426074688783e-06,0.39451647093016545
user_000037,0.7235034664917047,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000038,0.808620138364079,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000039,0.4000303350071925,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000040,0.5175966786117224,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
user_000041,0.5522252090017874,0,potential_buyer_proxy,1.0055426074688783e-06,0.39451647093016545
user_000042,0.7446403931984722,1,buyer_gray_zone,1.0055426074688783e-06,0.9999989888840647
