user_id,pred_prob,buy,proxy_segment,group_low_threshold,group_high_threshold
user_000145,0.3,0,nonbuyer_gray_zone,,
user_000010,0.7,1,buyer_gray_zone,,
user_000018,0.7,1,buyer_gray_zone,,
user_000021,0.7,1,buyer_gray_zone,,
user_000046,0.7,1,buyer_gray_zone,,
user_000007,0.7,1,buyer_gray_zone,,
user_000053,0.7,1,buyer_gray_zone,,
user_000092,0.7,1,buyer_gray_zone,,
user_000130,0.3,0,nonbuyer_gray_zone,,
user_000184,0.3,0,nonbuyer_gray_zone,,
user_000022,0.7,1,buyer_gray_zone,,
user_000043,0.7,1,buyer_gray_zone,,
user_000106,0.3,0,nonbuyer_gray_zone,,
user_000146,0.3,0,nonbuyer_gray_zone,,
user_000088,0.7,1,buyer_gray_zone,,
user_000153,0.3,0,nonbuyer_gray_zone,,
user_000125,0.3,0,nonbuyer_gray_zone,,
user_000093,0.7,1,buyer_gray_zone,,
user_000102,0.3,0,nonbuyer_gray_zone,,
user_000014,0.7,1,buyer_gray_zone,,
user_000109,0.3,0,nonbuyer_gray_zone,,
user_000076,0.7,1,buyer_gray_zone,,
user_000041,0.7,1,buyer_gray_zone,,
user_000199,0.3,0,nonbuyer_gray_zone,,
user_000192,0.3,0,nonbuyer_gray_zone,,
user_000193,0.3,0,nonbuyer_gray_zone,,
user_000195,0.3,0,nonbuyer_gray_zone,,
user_000118,0.3,0,nonbuyer_gray_zone,,
user_000003,0.7,1,buyer_gray_zone,,
user_000132,0.3,0,nonbuyer_gray_zone,,
user_000020,0.7,1,buyer_gray_zone,,
user_000144,0.3,0,nonbuyer_gray_zone,,
user_000148,0.3,0,nonbuyer_gray_zone,,
user_000023,0.7,1,buyer_gray_zone,,
user_000103,0.3,0,nonbuyer_gray_zone,,
user_000061,0.7,1,buyer_gray_zone,,
user_000137,0.3,0,nonbuyer_gray_zone,,
user_000169,0.3,0,nonbuyer_gray_zone,,
user_000139,0.3,0,nonbuyer_gray_zone,,
user_000055,0.7,1,buyer_gray_zone,,
user_000177,0.3,0,nonbuyer_gray_zone,,
user_000112,0.3,0,nonbuyer_gray_zone,,
user_000115,0.3,0,nonbuyer_gray_zone,,
user_000015,0.7,1,buyer_gray_zone,,
user_000107,0.3,0,nonbuyer_gray_zone,,
user_000086,0.7,1,buyer_gray_zone,,
user_000168,0.3,0,nonbuyer_gray_zone,,
user_000196,0.3,0,nonbuyer_gray_zone,,
user_000027,0.7,1,buyer_gray_zone,,
user_000136,0.3,0,nonbuyer_gray_zone,,
user_000079,0.7,1,buyer_gray_zone,,
user_000151,0.3,0,nonbuyer_gray_zone,,
user_000071,0.7,1,buyer_gray_zone,,
user_000181,0.3,0,nonbuyer_gray_zone,,
user_000038,0.7,1,buyer_gray_zone,,
user_000063,0.7,1,buyer_gray_zone,,
user_000167,0.3,0,nonbuyer_gray_zone,,
user_000044,0.7,1,buyer_gray_zone,,
user_000024,0.7,1,buyer_gray_zone,,
user_000131,0.3,0,nonbuyer_gray_zone,,
user_000084,0.7,1,buyer_gray_zone,,
user_000045,0.7,1,buyer_gray_zone,,
user_000116,0.3,0,nonbuyer_gray_zone,,
user_000185,0.3,0,nonbuyer_gray_zone,,
user_000160,0.3,0,nonbuyer_gray_zone,,
user_000182,0.3,0,nonbuyer_gray_zone,,
user_000008,0.7,1,buyer_gray_zone,,
user_000096,0.7,1,buyer_gray_zone,,
user_000157,0.3,0,nonbuyer_gray_zone,,
user_000176,0.3,0,nonbuyer_gray_zone,,
user_000141,0.3,0,nonbuyer_gray_zone,,
user_000186,0.3,0,nonbuyer_gray_zone,,
user_000166,0.3,0,nonbuyer_gray_zone,,
user_000089,0.7,1,buyer_gray_zone,,
user_000155,0.3,0,nonbuyer_gray_zone,,
user_000200,0.3,0,nonbuyer_gray_zone,,
user_000001,0.7,1,buyer_gray_zone,,
user_000171,0.3,0,nonbuyer_gray_zone,,
user_000035,0.7,1,buyer_gray_zone,,
user_000128,0.3,0,nonbuyer_gray_zone,,
user_000165,0.3,0,nonbuyer_gray_zone,,
user_000069,0.7,1,buyer_gray_zone,,
user_000098,0.7,1,buyer_gray_zone,,
user_000011,0.7,1,buyer_gray_zone,,
user_000190,0.3,0,nonbuyer_gray_zone,,
user_000142,0.3,0,nonbuyer_gray_zone,,
user_000194,0.3,0,nonbuyer_gray_zone,,
user_000174,0.3,0,nonbuyer_gray_zone,,
user_000191,0.3,0,nonbuyer_gray_zone,,
user_000042,0.7,1,buyer_gray_zone,,
user_000163,0.3,0,nonbuyer_gray_zone,,
user_000143,0.3,0,nonbuyer_gray_zone,,
user_000047,0.7,1,buyer_gray_zone,,
user_000039,0.7,1,buyer_gray_zone,,
user_000095,0.7,1,buyer_gray_zone,,
user_000004,0.7,1,buyer_gray_zone,,
user_000030,0.7,1,buyer_gray_zone,,
user_000074,0.7,1,buyer_gray_zone,,
user_000152,0.3,0,nonbuyer_gray_zone,,
user_000117,0.3,0,nonbuyer_gray_zone,,
user_000037,0.7,1,buyer_gray_zone,,
user_000056,0.7,1,buyer_gray_zone,,
user_000078,0.7,1,buyer_gray_zone,,
user_000105,0.3,0,nonbuyer_gray_zone,,
user_000012,0.7,1,buyer_gray_zone,,
user_000140,0.3,0,nonbuyer_gray_zone,,
user_000050,0.7,1,buyer_gray_zone,,
user_000183,0.3,0,nonbuyer_gray_zone,,
user_000080,0.7,1,buyer_gray_zone,,
user_000066,0.7,1,buyer_gray_zone,,
user_000124,0.3,0,nonbuyer_gray_zone,,
user_000068,0.7,1,buyer_gray_zone,,
user_000082,0.7,1,buyer_gray_zone,,
user_000090,0.7,1,buyer_gray_zone,,
user_000094,0.7,1,buyer_gray_zone,,
user_000075,0.7,1,buyer_gray_zone,,
user_000087,0.7,1,buyer_gray_zone,,
user_000150,0.3,0,nonbuyer_gray_zone,,
user_000032,0.7,1,buyer_gray_zone,,
user_000033,0.7,1,buyer_gray_zone,,
user_000159,0.3,0,nonbuyer_gray_zone,,
